Remington 870&&Shotgun&&Remington Arms&&1951–present&&Wingmaster!! Express!! Marine!! SPS!! SPS-T!! XCS!! TAC!! Super Mag!!MCS&&7.0 lb (3.2 kg) to 8.0 lb (3.6 kg)&&37.25 in (946 mm) to 50.5 in (1,280 mm)&&18 in (460 mm) to 30 in (760 mm)&&12 gauge!! 16 gauge!! 20 gauge!! 28 gauge!! .410 bore&&Pump-action&&&&4+1 to 7+1 round internal tube magazine&&Bead!! twin bead!! adjustable open sights!! Ghost ring !! Also cantilever and receiver-mounts &&United States&&The Remington Model 870 is a U.S.-made pump-action shotgun manufactured by Remington Arms Company, Inc. It is widely used by the public for sport shooting, hunting, and self-defense. It is also commonly used by law enforcement and military organizations worldwide.    http://en.wikipedia.org/wiki/Remington_Model_870
Remington Model 521 TL Junior&&Bolt-action rifle&&Remington Arms&&1947-1969&&&&9 lb (4.1 kg)&&&&27 in (69 cm)&&.22 Short!! .22 LR!! .22 Long&&Bolt-Action&&123 metres per second (400 ft/s)&&6-round magazine&&Lyman aperture&&United States&&The Remington Model 521 TL Junior is a member of the Remington 500 series rifles. It is bolt action with a walnut stock and a 27 in (69 cm) barrel. It has a Lyman aperture rear sight that is adjustable for elevation and windage. The rifle takes either a 6 round magazine that fits flush with the bottom of the.                               http://en.wikipedia.org/wiki/Remington_JuniorTarget_521TL
&&Rifle&&Remington Arms&&&&&&9 lb (4.1 kg)&&48 in (120 cm)&&29.25 in (74.3 cm)&&.45-70&&Bolt action&&&&9-round tubular magazine&&folding leaf&&United States&&The Remington-Keene is an early bolt action rifle with a tube magazine. Remington manufactured prototypes of Keene's patents for consideration by the United States Army Ordnance Department Magazine Gun Board convened in 1878. Although the Army rejected the design in favor of the Winchester-Hotchkiss, Remington commenced production and offered the rifle to the United States Navy Bureau of Ordnance. The Navy purchased 250 rifles for comparison with their 2,500 Hotchkiss rifles and 300 M1885 Remington-Lee rifles. The Remington-Keene rifles were delivered in 1880 with US and an anchor stamped on the left side of the barrel and WWK and P (proof) stamped on the right side of the barrel by Lieutenant William W. Kimball. These rifles remained in service for less than a decade aboard USS Trenton (1876) and USS Michigan (1843). In July 1880 the United States Department of the Interior purchased 600 Frontier Model carbines with 24 in (61 cm) barrels to arm the Indian Police on a number of reservations in the western United States. Rifles were manufactured for civilian sales chambered for .45-70, .60-40, and .43 Spanish.                                                                          http://en.wikipedia.org/wiki/Remington-Keene_rifle
Nylon 66&&Semi-automatic rifle&&&&1959-1989&&66MB !! 66GS !! 66SG !! 66AB !! 66BD&&4 lb (1.8 kg)&&&&&&.22 LR&&semi-automatic&&&&14 round Tubular magazine&&&&&&The Remington Nylon 66 is a rifle manufactured by Remington Arms from 1959 to 1989. It was the first mass-produced rifle to feature a stock made from a material other than wood.[2] For this reason it was a huge gamble for Remington.                                              http://en.wikipedia.org/wiki/Remington_Nylon_66#variants
Model 1903!! Springfield '03 &&Bolt-action rifle&&Remington Arms&&&&&&8.67 lb (3.9 kg) depending on wood density&&43.9 in (1,115 mm)&&24 in (610 mm)&&.30-03!! .30-06 Springfield&&Bolt action&&2,800 ft/s (853 m/s)&&5-round, 25-round (Air Service variant) stripper clip!! internal box magazine&&Flip-up rear sight!! barleycorn-type front sight&&United States&&The M1903 Springfield, formally the United States Rifle, Caliber .30-06, Model 1903, is an American clip-loaded, 5-shot, bolt-action service rifle used primarily during the first half of the 20th century.          It was officially adopted as a United States military bolt-action rifle on June 19, 1903, and saw service in World War I. It was officially replaced as the standard infantry rifle by the faster-firing semi-automatic 8 round M1 Garand starting in 1937. However, the M1903 Springfield remained in service as a standard issue infantry rifle during World War II, since the U.S. entered the war without sufficient M1 rifles to arm all troops. It also remained in service as a sniper rifle during World War II, the Korean War, and even in the early stages of the Vietnam War. It remains popular as a civilian firearm, historical collector's piece, and as a military drill rifle.                                   http://en.wikipedia.org/wiki/M1903_Springfield_rifle
Remington Model 5&&Bolt-action rifle&&Remington Arms&&2006-2008&&&&6.75 lb (3.06 kg)&&40.75 in (103.5 cm)&&22 in (56 cm)&& .22 LR!! .22 WMR&&Bolt-action&&&&5-round magazine&&Open sights standard&&United States&&The Remington Model 5 is a rimfire bolt action rifle introduced in 2006 by Remington Arms.[1] The barrel and action are manufactured in Serbia by The Zastava Arms Company, and the rifle is assembled in the United States with a laminated wood stock.[1] It was advertised as being a "more economical, Serbian-made version of the discontinued Remington Model 504."[3] The stock is made from a brown laminate and has a basic rubber recoil pad. The rifle also comes standard with an adjustable rear sight but can also accept a scope mount.                                         http://en.wikipedia.org/wiki/Remington_Model_5
Remington Model 30&&The Remington Model 30 is a US sporting rifle of the inter-war period based on the military P14/M1917 Enfield rifle action, which was manufactured for the British and US governments during World War I. Initial specimens used surplus military parts with some modifications in order to consume the stock of parts, though further modifications were made as production progressed and later rifles were produced from newly manufactured parts. Most early rifles were in the military .30-06 calibre used in the M1917 but it became available in a variety of chamberings. It was the first high-powered bolt-action sporting rifle produced by Remington.&&Remington Arms&&1921–1925 (Model 30) !!1926–1940 (Model 30 Express)&&Model 30!!Model 30 Express&&&&&&&&.30-06 Springfield !! .25 Remington!!.30 Remington!!.32 Remington!!.35 Remington!!7mm Mauser!!.257 Roberts &&Bolt-action&&&&5 rounds, internal box magazine&&open w/ bead front!!Lyman #48 receiver sight w/ bead front&&United States&&The Remington Model 30 is a US sporting rifle of the inter-war period based on the military P14/M1917 Enfield rifle action, which was manufactured for the British and US governments during World War I. Initial specimens used surplus military parts with some modifications in order to consume the stock of parts, though further modifications were made as production progressed and later rifles were produced from newly manufactured parts. Most early rifles were in the military .30-06 calibre used in the M1917 but it became available in a variety of chamberings. It was the first high-powered bolt-action sporting rifle produced by Remington.                                                http://en.wikipedia.org/wiki/Remington_Model_30
Remington Model 34&&Rifle&&Remington Arms&&1932-1935&&Model 34 NRA&&&&&&24 in (61 cm)&&.22 Short!! .22 Long!!.22 LR&&bolt-action&&&&Under-barrel tube magazine:&&bead front, open rear.&&United States&&The Remington Model 34 is a bolt-action rifle that was manufactured by Remington Arms from 1932 until 1935.       http://en.wikipedia.org/wiki/Remington_Model_34
Remington Model 241&&Autoloading rimfire rifle&&Remington Arms&&1935-1949&&.22 Short!!.22 Long Rifle&&&&&&&&&&&&&&&&&&United States&&The Remington Arms Model 241 Speedmaster, an autoloading rimfire rifle, was manufactured from 1935 to 1949 from a John Browning design. Remington reports that 107,345 rifles were manufactured in .22 Short or .22 Long Rifle. A similar rifle is currently being sold by Browning Arms Company (the Browning SA-22 Browning 22 Semi-Auto rifle).                                                            The Remington Model 241 (and indeed all the semi-automatic .22 rifles based on John Browning's design) is what is known as a takedown design Takedown gun in which the barrel can be easily separated from the receiver to shorten the rifle's length for ease in transporting.                  http://en.wikipedia.org/wiki/Remington_Model_241
Remington Model 504&&Rifle&&Remington Arms&&2004–2007&&&&6 lb (2.7 kg)&&&&20 in (51 cm)!!22 in (56 cm)&&.22LR!! .17 HM2 !!.17 HMR&&Bolt with dual extractors&&&&5 round detachable magazine&&None!!tapped receiver for scope-mount bases&&United States&&The Remington Model 504 is a bolt-action rimfire rifle that can chamber .22 LR, .17 HM2 or .17 HMR cartridges. The gun is a replacement of the now obsolete Remington Model 541, and was itself replaced by the Remington Model 547 in 2007. The Model 504T was a target variant built in 2006 that differed from the original 504 in using a laminated wood stock with a raised comb, a target style forearm and a heavier barrel.              http://en.wikipedia.org/wiki/Remington_Model_504
Remington Model 511 Scoremaster&&Rifle&&Remington Arms&&1939-1963 &&Model 511P!!Model 511SB!!Model 511X &&5.75 lb (2.61 kg)&&43 in (110 cm)&&25 in (64 cm)&&.22 LR!! .22 Long!! .22 Short&&Bolt-Action&&&&6-round !! 10-round detachable magazine&&Open !! peep&&United States&&The Remington Model 511 Scoremaster is a bolt action rifle manufactured by Remington Arms from 1939 until 1963. The Model 511 has a 25-inch (64 cm) barrel, a one piece hardwood stock, and a blued metal finish.                              http://en.wikipedia.org/wiki/Remington_Model_511_Scoremaster
